0	5878	11
1	4930	19
2	4579	27
3	4423	35
4	4371	44
5	4309	52
6	4240	60
7	4096	66
8	4091	74
9	4010	81
10	4012	90
11	4005	98
12	4053	108
13	4042	116
14	3986	123
15	3969	131
16	3997	140
17	4033	150
18	4020	158
19	4050	168
20	4035	176
21	4053	186
22	4037	194
23	4021	202
24	4034	212
25	4045	221
26	4030	230
27	4036	239
28	4043	248
29	4026	257
30	4014	265
31	4001	273
32	3986	281
33	3971	289
34	3954	297
35	3938	305
36	3942	315
37	3927	323
38	3913	331
39	3899	339
40	3887	347
41	3876	355
42	3864	363
43	3854	371
44	3841	379
45	3829	388
46	3831	397
47	3850	408
48	3871	420
49	3861	429
50	3847	436
51	3830	444
52	3816	452
53	3800	460
54	3784	467
55	3769	475
56	3754	483
57	3742	491
58	3730	499
59	3715	506
60	3703	514
61	3691	522
62	3678	530
63	3664	537
64	3653	545
65	3640	553
66	3627	561
67	3615	569
68	3601	576
69	3589	584
70	3559	589
71	3538	595
72	3527	602
73	3516	610
74	3505	618
75	3538	634
76	3529	642
77	3517	650
78	3489	654
79	3479	662
80	3468	670
81	3457	678
82	3445	685
83	3434	693
84	3423	701
85	3413	709
86	3404	717
87	3394	725
88	3386	733
89	3375	741
90	3365	748
91	3354	756
92	3344	764
93	3333	771
94	3324	779
95	3319	788
96	3309	796
97	3298	804
98	3288	811
99	3279	819
100	3268	827
101	3258	835
102	3248	842
103	3239	850
104	3230	858
105	3220	866
106	3211	874
107	3201	882
108	3191	889
109	3181	897
110	3172	905
111	3162	912
112	3152	920
113	3151	930
114	3141	938
115	3132	946
116	3123	954
117	3117	963
118	3112	972
119	3106	981
120	3102	990
121	3103	1001
122	3099	1011
123	3105	1024
124	3103	1034
125	3108	1047
126	3104	1056
127	3095	1065
128	3084	1072
129	3074	1080
130	3063	1087
131	3053	1095
132	3045	1103
133	3036	1111
134	3026	1119
135	3016	1127
136	3006	1134
137	2996	1142
138	2987	1150
139	2979	1158
140	2970	1166
141	2965	1176
142	2959	1185
143	2950	1193
144	2940	1200
145	2930	1208
146	2920	1216
147	2911	1223
148	2906	1233
149	2897	1241
150	2888	1249
151	2879	1257
152	2869	1265
153	2860	1273
154	2850	1280
155	2840	1288
156	2831	1295
157	2824	1304
158	2815	1312
159	2805	1320
160	2796	1327
161	2789	1337
162	2779	1344
163	2770	1352
164	2761	1360
165	2752	1367
166	2742	1375
167	2735	1384
168	2726	1391
169	2716	1399
170	2708	1407
171	2699	1415
172	2689	1423
173	2680	1430
174	2671	1438
175	2662	1446
176	2653	1453
177	2646	1462
178	2637	1470
179	2633	1481
180	2627	1490
181	2619	1499
182	2610	1507
183	2602	1515
184	2593	1523
185	2584	1530
186	2576	1539
187	2569	1547
188	2560	1556
189	2553	1565
190	2545	1573
191	2541	1584
192	2537	1594
193	2532	1605
194	2525	1614
195	2517	1622
196	2513	1634
197	2508	1644
198	2505	1656
199	2500	1667
200	2496	1678
201	2490	1688
202	2485	1699
203	2478	1708
204	2471	1717
205	2466	1728
206	2459	1737
207	2450	1745
208	2442	1754
209	2435	1763
210	2425	1771
211	2416	1778
212	2411	1789
213	2403	1798
214	2399	1810
215	2392	1819
216	2387	1830
217	2382	1841
218	2375	1851
219	2368	1861
220	2364	1872
221	2358	1883
222	2353	1894
223	2347	1905
224	2342	1916
225	2336	1926
226	2327	1935
227	2318	1943
228	2311	1952
229	2303	1962
230	2294	1970
231	2289	1982
232	2280	1990
233	2277	2003
234	2273	2016
235	2265	2025
236	2258	2034
237	2250	2044
238	2241	2052
239	2233	2061
240	2224	2069
241	2215	2078
242	2206	2086
243	2200	2097
244	2193	2107
245	2185	2116
246	2177	2126
247	2168	2134
248	2160	2143
249	2152	2152
250	2143	2160
251	2135	2170
252	2127	2179
253	2118	2187
254	2111	2197
255	2102	2206
256	2094	2215
257	2088	2226
258	2082	2237
259	2075	2247
260	2068	2258
261	2061	2269
262	2054	2279
263	2048	2291
264	2039	2300
265	2032	2310
266	2023	2319
267	2014	2327
268	2005	2335
269	1999	2346
270	1991	2357
271	1982	2365
272	1973	2373
273	1964	2381
274	1955	2389
275	1946	2398
276	1936	2405
277	1927	2413
278	1918	2421
279	1909	2430
280	1900	2438
281	1893	2449
282	1885	2459
283	1879	2470
284	1872	2482
285	1865	2493
286	1858	2503
287	1850	2514
288	1842	2523
289	1832	2531
290	1824	2540
291	1817	2552
292	1811	2564
293	1804	2574
294	1795	2584
295	1788	2594
296	1780	2604
297	1772	2614
298	1764	2624
299	1755	2633
300	1746	2641
301	1740	2655
302	1733	2665
303	1723	2673
304	1714	2681
305	1704	2688
306	1695	2696
307	1685	2704
308	1676	2712
309	1667	2720
310	1658	2729
311	1648	2736
312	1639	2744
313	1630	2752
314	1620	2759
315	1611	2767
316	1602	2775
317	1593	2783
318	1583	2791
319	1574	2799
320	1565	2806
321	1555	2814
322	1546	2821
323	1536	2829
324	1527	2837
325	1518	2844
326	1509	2852
327	1499	2860
328	1490	2868
329	1481	2875
330	1472	2883
331	1463	2891
332	1454	2899
333	1444	2907
334	1435	2914
335	1426	2922
336	1417	2930
337	1408	2937
338	1399	2945
339	1389	2953
340	1380	2961
341	1371	2969
342	1363	2977
343	1353	2985
344	1344	2993
345	1335	3000
346	1326	3008
347	1317	3016
348	1308	3024
349	1299	3032
350	1290	3040
351	1281	3047
352	1272	3056
353	1265	3068
354	1257	3077
355	1248	3085
356	1239	3093
357	1230	3101
358	1221	3109
359	1212	3117
360	1203	3125
361	1194	3133
362	1185	3140
363	1176	3148
364	1167	3156
365	1158	3164
366	1149	3172
367	1140	3180
368	1131	3188
369	1122	3195
370	1113	3203
371	1104	3210
372	1095	3218
373	1086	3226
374	1078	3234
375	1069	3241
376	1060	3249
377	1051	3257
378	1042	3265
379	1033	3273
380	1024	3280
381	1015	3288
382	1006	3296
383	997	3303
384	989	3311
385	980	3318
386	971	3326
387	962	3334
388	953	3342
389	944	3349
390	936	3357
391	927	3365
392	918	3373
393	909	3380
394	900	3388
395	891	3396
396	883	3403
397	874	3411
398	865	3419
399	856	3427
400	848	3435
401	839	3442
402	830	3450
403	821	3458
404	812	3465
405	804	3473
406	795	3481
407	786	3489
408	777	3496
409	769	3504
410	760	3511
411	751	3519
412	743	3527
413	734	3535
414	725	3543
415	717	3551
416	708	3559
417	699	3566
418	691	3574
419	682	3582
420	673	3590
421	665	3598
422	656	3608
423	648	3615
424	639	3623
425	630	3631
426	622	3640
427	613	3649
428	606	3662
429	598	3673
430	589	3682
431	581	3692
432	572	3701
433	564	3709
434	555	3718
435	547	3726
436	538	3735
437	529	3743
438	521	3751
439	512	3759
440	504	3767
441	495	3775
442	487	3785
443	478	3792
444	469	3800
445	461	3808
446	452	3815
447	443	3823
448	435	3831
449	426	3838
450	417	3846
451	409	3854
452	400	3862
453	392	3870
454	383	3878
455	374	3886
456	366	3894
457	357	3901
458	349	3909
459	340	3917
460	332	3925
461	323	3933
462	315	3942
463	306	3949
464	297	3957
465	289	3965
466	280	3973
467	272	3980
468	263	3988
469	255	3996
470	246	4005
471	238	4012
472	229	4020
473	221	4032
474	212	4044
475	204	4055
476	195	4063
477	187	4071
478	178	4079
479	170	4086
480	161	4094
481	153	4102
482	144	4110
483	136	4117
484	127	4125
485	119	4133
486	110	4140
487	102	4148
488	93	4156
489	85	4165
490	76	4174
491	68	4182
492	59	4190
493	50	4198
494	42	4206
495	33	4214
496	25	4222
497	16	4230
498	8	4237
499	0	4245
